ID,Geogname,Gender,Age,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
450,Guysborough Antigonish Strait Health Authority,Total,Total,1375,55,0,0,0,0,0,0,300,0,0,0,0,0,0,0,230,0,0,170,0,45,0,0,65,0,0,0,0,315,0,0,0,0,55,0,0,45,0,0,0,100,0,0,0,0,0,0,0,0,0
451,Cape Breton District Health Authority,Female,0 - 19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
452,Cape Breton District Health Authority,Female,20 - 34,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
453,Cape Breton District Health Authority,Female,35 - 64,385,5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,30,0,0,140,0,20,0,0,70,0,0,0,0,10,0,0,0,0,15,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0
454,Cape Breton District Health Authority,Female,65 -74,350,10,0,0,0,0,0,0,55,0,0,0,0,0,0,0,60,0,0,120,0,5,0,0,50,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0
455,Cape Breton District Health Authority,Female,75 +,1185,20,0,0,0,0,0,0,330,0,0,0,0,0,0,0,205,0,0,260,0,10,0,0,120,0,0,0,0,80,0,0,0,0,30,0,0,50,0,0,0,75,0,0,0,0,0,0,0,0,0
456,Cape Breton District Health Authority,Female,Total,1970,40,0,0,0,0,0,0,445,0,0,0,0,0,0,0,300,0,0,525,0,35,0,0,250,0,0,0,0,105,0,0,0,0,65,0,0,70,0,0,0,140,0,0,0,0,0,0,0,0,0
457,Cape Breton District Health Authority,Male,0 - 19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
458,Cape Breton District Health Authority,Male,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
459,Cape Breton District Health Authority,Male,35 - 64,245,20,0,0,0,0,0,0,65,0,0,0,0,0,0,0,30,0,0,0,0,15,0,0,0,0,0,0,0,55,0,0,0,0,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0
460,Cape Breton District Health Authority,Male,65 -74,460,35,0,0,0,0,0,0,125,0,0,0,0,0,0,0,105,0,0,0,0,10,0,0,0,0,0,0,0,125,0,0,0,0,15,0,0,15,0,0,0,25,0,0,0,0,0,0,0,0,0
461,Cape Breton District Health Authority,Male,75 +,1315,55,0,0,0,0,0,0,350,0,0,0,0,0,0,0,300,0,0,5,0,20,0,0,0,0,0,0,0,415,0,0,0,0,40,0,0,50,0,0,0,75,0,0,0,0,0,0,0,0,0
462,Cape Breton District Health Authority,Male,Total,2070,115,0,0,0,0,0,0,540,0,0,0,0,0,0,0,435,0,0,5,0,50,0,0,0,0,0,0,0,605,0,0,0,0,85,0,0,100,0,0,0,135,0,0,0,0,0,0,0,0,0
463,Cape Breton District Health Authority,Total,0 - 19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
464,Cape Breton District Health Authority,Total,20 - 34,60,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
465,Cape Breton District Health Authority,Total,35 - 64,630,30,0,0,0,0,0,0,115,0,0,0,0,0,0,0,60,0,0,140,0,35,0,0,70,0,0,0,0,65,0,0,0,0,40,0,0,30,0,0,0,45,0,0,0,0,0,0,0,0,0
466,Cape Breton District Health Authority,Total,65 -74,810,50,0,0,0,0,0,0,180,0,0,0,0,0,0,0,165,0,0,120,0,15,0,0,50,0,0,0,0,140,0,0,0,0,25,0,0,20,0,0,0,50,0,0,0,0,0,0,0,0,0
467,Cape Breton District Health Authority,Total,75 +,2500,75,0,0,0,0,0,0,680,0,0,0,0,0,0,0,505,0,0,265,0,35,0,0,120,0,0,0,0,495,0,0,0,0,70,0,0,100,0,0,0,155,0,0,0,0,0,0,0,0,0
468,Cape Breton District Health Authority,Total,Total,4040,155,0,0,0,0,0,0,985,0,0,0,0,0,0,0,735,0,0,530,0,85,0,0,250,0,0,0,0,710,0,0,0,0,155,0,0,165,0,0,0,275,0,0,0,0,0,0,0,0,0
469,Capital Health,Female,0 - 19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
470,Capital Health,Female,20 - 34,155,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0
471,Capital Health,Female,35 - 64,1140,10,0,0,0,0,0,0,115,0,0,0,0,0,0,0,80,0,0,460,0,105,0,0,180,0,0,0,0,35,0,0,0,0,40,0,0,20,0,0,0,90,0,0,0,0,0,0,0,0,0
472,Capital Health,Female,65 -74,865,25,0,0,0,0,0,0,165,0,0,0,0,0,0,0,145,0,0,265,0,40,0,0,95,0,0,0,0,35,0,0,0,0,30,0,0,15,0,0,0,50,0,0,0,0,0,0,0,0,0
473,Capital Health,Female,75 +,2265,40,0,0,0,0,0,0,625,0,0,0,0,0,0,0,375,0,0,540,0,70,0,0,175,0,0,0,0,125,0,0,0,0,70,0,0,90,0,0,0,155,0,0,0,0,0,0,0,0,0
474,Capital Health,Female,Total,4465,75,0,0,0,0,0,0,910,0,0,0,0,0,0,0,605,0,0,1275,0,240,0,0,495,0,0,0,0,200,0,0,0,0,170,0,0,145,0,0,0,345,0,0,0,0,0,0,0,0,0
475,Capital Health,Male,0 - 19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
476,Capital Health,Male,20 - 34,90,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,35,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
477,Capital Health,Male,35 - 64,725,50,0,0,0,0,0,0,165,0,0,0,0,0,0,0,95,0,0,0,0,45,0,0,0,0,0,0,0,215,0,0,0,0,65,0,0,35,0,0,0,55,0,0,0,0,0,0,0,0,0
478,Capital Health,Male,65 -74,1085,50,0,0,0,0,0,0,215,0,0,0,0,0,0,0,165,0,0,5,0,50,0,0,0,0,0,0,0,460,0,0,0,0,50,0,0,30,0,0,0,55,0,0,0,0,0,0,0,0,0
479,Capital Health,Male,75 +,2765,95,0,0,0,0,0,0,675,0,0,0,0,0,0,0,500,0,0,5,0,90,0,0,0,0,0,0,0,1060,0,0,0,0,85,0,0,90,0,0,0,165,0,0,0,0,0,0,0,0,0
480,Capital Health,Male,Total,4705,200,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,765,0,0,10,0,200,0,0,0,0,0,0,0,1770,0,0,0,0,215,0,0,170,0,0,0,310,0,0,0,0,0,0,0,0,0
481,Capital Health,Total,0 - 19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0
482,Capital Health,Total,20 - 34,245,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,20,0,30,0,0,45,0,0,0,0,40,0,0,0,0,30,0,0,15,0,0,0,50,0,0,0,0,0,0,0,0,0
483,Capital Health,Total,35 - 64,1865,60,0,0,0,0,0,0,280,0,0,0,0,0,0,0,175,0,0,460,0,150,0,0,180,0,0,0,0,250,0,0,0,0,105,0,0,55,0,0,0,150,0,0,0,0,0,0,0,0,0
484,Capital Health,Total,65 -74,1945,75,0,0,0,0,0,0,380,0,0,0,0,0,0,0,310,0,0,270,0,90,0,0,95,0,0,0,0,495,0,0,0,0,80,0,0,45,0,0,0,110,0,0,0,0,0,0,0,0,0
485,Capital Health,Total,75 +,5035,135,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,880,0,0,540,0,165,0,0,175,0,0,0,0,1185,0,0,0,0,155,0,0,175,0,0,0,320,0,0,0,0,0,0,0,0,0
486,Capital Health,Total,Total,9170,275,0,0,0,0,0,0,1975,0,0,0,0,0,0,0,1370,0,0,1290,0,440,0,0,495,0,0,0,0,1975,0,0,0,0,385,0,0,315,0,0,0,655,0,0,0,0,0,0,0,0,0
487,Nova Scotia,Female,0 - 19,90,5,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,5,15,5,15,25,0,20,0,35,0,15,5,5,0,10,0,0,0
488,Nova Scotia,Female,20 - 34,295,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,5,5,0,35,0,35,0,0,80,65,5,15,0,5,0,0,0,5,35,15,20,15,0,15,0,70,0,10,0,45,0,5,0,0,0
489,Nova Scotia,Female,35 - 64,2620,45,5,5,10,10,0,5,285,10,25,5,205,5,30,5,210,210,0,1015,0,205,0,0,400,160,115,100,25,85,0,0,20,65,110,95,10,70,15,45,10,195,0,30,0,95,5,15,10,45,0
490,Nova Scotia,Female,65 -74,2220,60,10,5,20,10,5,15,370,10,25,10,270,15,40,5,355,350,5,735,0,75,0,0,280,30,160,80,10,85,0,0,30,60,80,75,5,55,20,25,10,125,5,15,0,30,0,5,10,60,0
491,Nova Scotia,Female,75 +,6545,105,25,15,35,15,5,10,1780,35,120,20,1275,115,205,10,1080,1070,5,1490,0,160,0,0,575,55,285,180,50,395,0,0,165,230,215,210,10,270,90,135,45,475,10,70,5,35,0,20,25,315,0
492,Nova Scotia,Female,Total,11770,215,35,25,70,40,10,30,2450,55,165,35,1755,135,280,25,1650,1640,15,3275,0,475,0,0,1340,305,565,380,90,575,0,0,215,355,460,400,60,435,125,245,70,895,15,140,10,205,10,55,45,420,0
493,Nova Scotia,Male,0 - 19,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,20,10,10,30,0,25,0,40,5,20,0,0,5,10,0,0,0
494,Nova Scotia,Male,20 - 34,205,5,0,0,0,0,0,0,15,0,0,0,10,0,0,0,5,5,0,0,0,25,0,0,0,0,0,0,0,70,60,0,0,10,35,20,15,15,0,10,0,35,0,10,0,10,0,10,5,0,0
495,Nova Scotia,Male,35 - 64,1790,125,25,25,15,45,0,15,385,30,40,15,250,15,30,5,235,230,5,5,0,135,0,0,0,0,0,0,0,480,50,10,75,115,165,140,25,95,30,60,10,160,0,50,0,25,0,20,10,50,235
496,Nova Scotia,Male,65 -74,2865,160,20,25,20,45,5,45,615,50,65,10,410,20,60,0,515,500,15,10,0,110,0,0,0,0,0,0,0,1090,5,5,120,120,120,115,5,80,25,45,10,165,5,40,0,15,0,15,10,85,845
497,Nova Scotia,Male,75 +,8175,295,50,25,55,55,10,95,1940,115,205,25,1305,90,190,5,1625,1595,30,10,0,215,0,0,0,0,0,0,0,3065,5,20,480,250,245,240,10,300,85,165,50,480,15,75,0,20,0,30,40,305,2310
498,Nova Scotia,Male,Total,13140,585,100,75,95,145,15,155,2960,200,310,50,1975,130,280,15,2380,2325,55,30,0,485,0,0,0,0,0,0,0,4715,120,35,675,495,585,520,65,515,140,305,75,885,20,195,5,65,5,85,65,440,3385
499,Nova Scotia,Total,0 - 19,195,5,0,0,5,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,10,0,0,0,10,40,15,25,50,0,50,0,75,5,35,5,5,5,20,0,0,0
500,Nova Scotia,Total,20 - 34,500,5,0,0,0,0,0,0,30,0,0,0,20,0,0,5,10,10,0,35,0,60,0,0,80,65,5,15,0,75,60,0,0,10,70,35,35,30,5,25,5,105,0,25,0,55,0,15,5,5,0
501,Yarmouth County,Female,0 - 19,5.9,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Nova Scotia,Total,35 - 64,4410,170,30,30,30,55,5,20,670,35,65,20,455,25,60,10,445,440,5,1025,0,340,0,0,400,160,115,100,25,565,50,10,95,180,275,235,40,165,45,105,15,355,0,80,5,115,5,35,20,95,235
503,Nova Scotia,Total,65 -74,5085,220,30,30,40,55,5,60,985,65,85,15,680,35,100,10,870,850,20,745,0,185,0,0,280,30,160,80,10,1180,5,5,150,175,200,190,10,135,40,70,20,290,10,55,0,40,0,20,20,145,845
504,Nova Scotia,Total,75 +,14720,400,75,40,95,70,15,105,3720,150,325,50,2575,205,395,20,2700,2665,35,1500,0,375,0,0,575,55,285,180,50,3455,5,20,645,480,465,445,15,570,175,300,100,960,20,145,5,50,5,50,65,620,2310
505,Nova Scotia,Total,Total,24910,800,135,100,165,185,30,180,5415,250,475,85,3735,265,560,40,4030,3965,65,3305,0,965,0,0,1340,305,565,380,90,5285,120,35,890,855,1045,920,125,950,260,550,145,1780,35,340,15,265,15,140,110,860,3385
